NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
Justin Champagnie,Bos,G-F,21.8,2,11.7,22.4,0,0,0,7,0.143,5,0.2,0.208,0.208,2.5,2,1.5,0.5,0,0,4.5,4,6,6.7,73,110.8
John Butler Jr.,Por,F,20.3,19,11.6,11,1.8,4,0.75,18,0.5,35,0.229,0.396,0.411,2.4,0.9,0.6,0.4,0.5,0.1,3.3,2.9,3.8,3.8,97.3,113.2
Jeff Dowtin Jr.,Tor,G,25.9,25,10.3,10.9,8,9,0.667,41,0.488,16,0.313,0.482,0.5,2.4,0.9,1.2,0.4,0.1,0.2,3.4,3.7,4.6,5.3,117.6,114.5
Sandro Mamukelashvili,Mil,F-C,23.9,24,9.1,14.5,13.4,18,0.667,26,0.462,32,0.219,0.388,0.432,2.4,2.3,0.7,0.2,0.2,0.4,4.7,3,5.4,6.9,102.2,105.5
Theo Pinson,Dal,G-F,27.4,39,8.3,14.7,12.1,13,0.846,25,0.36,62,0.355,0.483,0.512,2.4,1.6,1.2,0.2,0,0.3,4.1,3.6,5.3,8,115,107.8
Neemias Queta,Sac,C,23.7,5,5.7,16.3,10,2,0,9,0.667,0,0,0.667,0.607,2.4,2.2,0.2,0,0.4,0.2,4.6,2.6,4.8,7.1,128.8,93.3
Garrett Temple,Nor,G-F,36.9,21,6.6,14.2,9,4,0.75,17,0.412,23,0.478,0.588,0.599,2.4,0.8,0.6,0.3,0.1,0.2,3.1,3,3.7,6.4,123,107.1
Trent Forrest,Atl,G,24.8,23,12,11.6,19.9,3,0.667,58,0.431,2,0,0.417,0.424,2.3,1.6,1.7,0.3,0.1,0.7,3.9,3.9,5.5,6.1,93.2,114.2
Nerlens Noel,Det,C-F,29,14,10.8,11.9,20.9,10,0.7,28,0.393,2,0.5,0.417,0.465,2.3,2.6,0.5,0.9,0.6,0.6,4.9,2.8,5.4,5.3,92.6,99.1
Scotty Pippen Jr.,Lal,G,22.4,6,5.3,24.1,14,9,0.556,9,0.333,3,0.333,0.375,0.439,2.3,0.7,0.3,0.3,0.2,0.3,3,2.7,3.3,5.9,92.9,106.6
Davon Reed,Den,G,27.8,35,9,15,19.9,20,0.75,36,0.25,44,0.364,0.413,0.456,2.3,1.5,0.5,0.4,0.1,0.6,3.9,2.9,4.4,5.3,89.1,104.6
Khem Birch,Tor,C,30.5,20,8.1,11.1,19.8,5,0.8,30,0.6,2,0.5,0.609,0.629,2.2,1.3,0.4,0.3,0.3,0.4,3.4,2.5,3.8,5.2,113,102.6
Kennedy Chandler,Mem,G,20.6,36,7.8,15.7,17.8,13,0.462,68,0.485,15,0.133,0.434,0.44,2.2,1.1,1.6,0.3,0.1,0.5,3.2,3.8,4.8,8.1,101.2,110.3
Ron Harper Jr.,Tor,F,23,9,5.3,14.8,0,1,1,7,0.714,9,0.333,0.594,0.608,2.2,0.8,0.4,0,0.1,0,3,2.7,3.4,6.7,140.4,114.7
Dru Smith,Mia,G,25.3,5,13.4,10,6.7,0,0,8,0.5,6,0.167,0.393,0.393,2.2,1.8,1,0.8,0.6,0.2,4,3.2,5,4.7,94.4,98
Dalen Terry,Chi,F,20.7,38,5.6,18.4,10,21,0.667,45,0.556,27,0.259,0.493,0.523,2.2,1,0.6,0.3,0.1,0.2,3.2,2.8,3.8,7.8,112.5,102.9
Andre Iguodala,Gol,G-F,39.2,8,14.1,9.4,37,3,0.667,6,1,9,0.111,0.5,0.521,2.1,2.1,2.4,0.5,0.4,1.1,4.3,4.5,6.6,6.2,102.3,108.3
Justin Champagnie,Tor,G-F,21.8,3,3.6,11.7,0,0,0,3,1,0,0,1,1,2,1.3,0.3,0,0,0,3.3,2.3,3.7,10.2,,
A.J. Lawson,Min,G,22.7,1,1.8,23.8,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,3,2,3,0,,
Chris Silva,Dal,F,26.6,1,3,30.2,50,0,0,1,1,0,0,1,1,2,0,0,0,0,1,2,2,2,0,,
Stanley Umude,Det,G,24,1,2.1,38.1,0,2,1,0,0,1,0,0,0.532,2,0,0,1,1,0,2,2,2,0,,
Vince Williams Jr.,Mem,G,22.6,15,7,18.2,11,2,1,12,0.667,28,0.143,0.35,0.367,2,1,0.3,0.4,0.1,0.3,3,2.3,3.3,4.8,79.1,102.7
Donovan Williams,Atl,G,21.6,2,2.2,48.8,0,0,0,3,0.667,2,0,0.4,0.4,2,1,0,0,0,0,3,2,3,0,,
Ryan Rollins,Gol,G,20.8,12,5.2,26.1,43.9,6,1,11,0.364,9,0.333,0.425,0.508,1.9,1,0.5,0.1,0.1,1.3,2.9,2.4,3.4,7.6,70.3,101.9
Greg Brown III,Por,F,21.6,16,5.8,18.3,17.6,12,0.417,21,0.476,7,0.143,0.411,0.421,1.8,1.2,0.2,0.3,0.3,0.4,2.9,1.9,3.1,5.2,78.8,104.7
Trevor Hudgins,Hou,G,24,5,5.7,16.6,9.6,3,1,1,0,8,0.25,0.333,0.436,1.8,0,0.6,0,0,0.2,1.8,2.4,2.4,0,102.6,124.8
Alize Johnson,San,F,27,4,7.4,15.2,39.1,2,0.5,4,0.75,2,0,0.5,0.509,1.8,2.5,0.3,0.3,0,1,4.3,2,4.5,6,74,109
Frank Kaminsky,Hou,F-C,30,10,5.9,14.6,0,4,1,9,0.444,10,0.2,0.368,0.434,1.8,1.6,1.1,0.1,0.3,0,3.4,2.9,4.5,10,125.5,119.9
Xavier Moon,Lac,G,28.3,4,4.9,22.3,10,0,0,6,0.333,3,0.333,0.389,0.389,1.8,0.8,1.3,0,0,0.3,2.5,3,3.8,10.1,96.2,108.2
Alex Len,Sac,C,29.8,26,6.2,14.1,34.6,16,0.688,28,0.571,2,0,0.533,0.58,1.7,2.3,0.5,0.2,0.4,0.6,4,2.1,4.4,8.1,111,98.9
Dylan Windler,Cle,G-F,26.5,3,3.5,17.2,25,0,0,1,1,2,0.5,0.833,0.833,1.7,0,0.3,0.3,0,0.3,1.7,2,2,0,,
Buddy Boeheim,Det,F,23.4,10,9,13.2,0,2,1,2,0.5,25,0.16,0.259,0.287,1.6,0.6,0.4,0.2,0,0,2.2,2,2.6,3.2,77.1,118.2
Tony Bradley,Chi,C-F,25.3,12,2.8,19.6,7.4,4,1,7,0.429,5,0.6,0.625,0.69,1.6,0.9,0.1,0.1,0.1,0.1,2.5,1.7,2.6,7.5,,
JD Davison,Bos,G,20.5,12,5.5,15.9,17.2,2,0.5,12,0.5,7,0.286,0.474,0.478,1.6,0.8,0.9,0.2,0.2,0.3,2.3,2.5,3.3,7.6,104.2,107.3
Svi Mykhailiuk,Nyk,G-F,25.8,13,3.1,17.4,14,5,0.6,2,0,10,0.6,0.75,0.739,1.6,0.5,0.1,0.1,0,0.2,2.2,1.7,2.2,5.6,,
Kendall Brown,Ind,G,19.9,6,6.7,10.3,21.7,2,0.5,6,0.667,1,0,0.571,0.571,1.5,1,0.5,0.7,0,0.3,2.5,2,3,5.4,109.3,95.6
Matthew Dellavedova,Sac,G,32.6,32,6.7,12.7,16.6,7,0.571,23,0.348,27,0.333,0.43,0.443,1.5,0.4,1.3,0.2,0,0.3,1.9,2.8,3.2,5.5,104.4,111.1
Keon Ellis,Sac,G,23.3,16,4.4,12.2,5.8,7,0.571,4,0.25,12,0.5,0.625,0.629,1.5,0.5,0.4,0.3,0.1,0.1,2,1.9,2.4,6.1,138.6,103.8
Mfiondu Kabengele,Bos,F-C,25.7,4,9.1,10.7,11.8,2,1,4,0.5,3,0,0.286,0.381,1.5,2.5,0,0.5,0,0.3,4,1.5,4,0,105,104.3
Jordan Schakel,Was,G,24.8,2,3.1,14,0,0,0,1,0,1,1,0.75,0.75,1.5,0,0.5,0.5,0,0,1.5,2,2,0,,
Isaiah Todd,Was,F,21.5,6,10.2,14.8,9.8,2,1,8,0.25,10,0.1,0.194,0.238,1.5,2,0.7,0.2,0,0.3,3.5,2.2,4.2,5,64.8,112.2
Thanasis Antetokounmpo,Mil,F,30.7,37,5.6,13.8,20.6,22,0.5,38,0.526,8,0,0.435,0.458,1.4,1.2,0.4,0.1,0.1,0.3,2.6,1.8,3,6.3,97.9,104.6
PJ Dozier,Sac,G-F,26.5,16,5,20.5,13.2,0,0,17,0.471,16,0.125,0.333,0.333,1.4,0.9,0.6,0.4,0.1,0.3,2.3,2,2.9,7.3,75.6,106.4
Wendell Moore Jr.,Min,G,21.6,29,5.3,14.9,15.6,5,0.8,26,0.615,17,0.118,0.442,0.465,1.4,0.6,0.6,0.3,0.2,0.3,2.1,2.1,2.7,6,98,109.3
Facundo Campazzo,Dal,G,32,8,6.5,14.6,18.5,2,0.5,2,0,11,0.273,0.346,0.36,1.3,0.3,1.1,0.8,0,0.4,1.5,2.4,2.6,4.6,86.4,110.9
Braxton Key,Det,F,26.2,3,3,8.8,0,2,1,1,1,0,0,1,1.064,1.3,0.3,0,0,0,0,1.7,1.3,1.7,0,,
Tyrese Martin,Atl,G,24.1,16,4.1,16.6,7.9,2,1,16,0.5,7,0.143,0.413,0.44,1.3,0.8,0.1,0.1,0,0.1,2.1,1.4,2.2,4.6,98.8,118.4
KZ Okpala,Sac,F-G,24,35,7.1,8.4,15.4,8,0.875,17,0.529,21,0.333,0.513,0.554,1.3,1,0.4,0.2,0.2,0.2,2.3,1.7,2.7,4.5,113.2,103.3
Cole Swider,Lal,F,23.9,7,5.8,9.3,0,0,0,1,0,8,0.375,0.5,0.5,1.3,1,0.6,0,0,0,2.3,1.9,2.9,6.3,124.6,110.3
Vit Krejci,Atl,G,22.8,29,5.7,10.9,11.8,2,0.5,16,0.625,21,0.238,0.473,0.475,1.2,0.9,0.6,0.2,0,0.2,2.2,1.8,2.8,6.1,109.1,109.3
Jack White,Den,F,25.7,17,3.9,14.7,9.4,3,0.667,10,0.5,9,0.333,0.5,0.517,1.2,1,0.2,0.2,0.1,0.1,2.2,1.5,2.5,6.4,,
Kessler Edwards,Bro,F,22.7,14,5.7,16.1,14.2,2,0.5,12,0.333,12,0.167,0.292,0.301,1.1,1,0.1,0.2,0.1,0.3,2.1,1.2,2.2,3.4,71.9,115.4
Noah Vonleh,Bos,F,27.6,23,7.5,9.1,31,2,1,20,0.5,4,0.25,0.479,0.502,1.1,2.1,0.3,0.1,0.3,0.5,3.2,1.4,3.5,4.7,102.8,92.7
Malcolm Hill,Chi,F,27.5,5,1.8,19.4,0,0,0,1,1,3,0.333,0.625,0.625,1,0.6,0,0,0,0,1.6,1,1.6,0,,
Trevor Keels,Nyk,G,19.6,3,2.7,21.4,0,0,0,0,0,4,0.25,0.375,0.375,1,0.7,0,0,0,0,1.7,1,1.7,0,,
Chima Moneke,Sac,F,27.3,2,4,26.5,50,2,0,2,0.5,0,0,0.5,0.347,1,1,0.5,0,0,1,2,1.5,2.5,7.9,73.1,97.6
Davon Reed,Lal,G,27.8,8,3.4,9,0,4,0.25,2,1,2,0.5,0.875,0.694,1,0.5,0.5,0.3,0,0,1.5,1.5,2,7.4,,
Joe Wieskamp,Tor,G-F,23.6,9,5.5,12.9,6.7,0,0,2,0,12,0.25,0.321,0.321,1,0.4,0.3,0,0,0.1,1.4,1.3,1.8,3.6,76.8,115.2
Nerlens Noel,Bro,C-F,29,3,14.4,12.2,44.6,2,0.5,6,0.167,0,0,0.167,0.218,1,3,1,1,0.3,1.7,4,2,5,4,57.1,98.2
Kobi Simmons,Cha,G,25.8,5,5.6,11.9,13.4,2,1,1,0,5,0.2,0.25,0.363,1,0.8,1,0,0.4,0.2,1.8,2,2.8,6.6,100.9,121.8
Justin Jackson,Bos,F,28,23,4.7,12.2,6.8,2,0.5,7,0.286,20,0.25,0.352,0.359,0.9,0.7,0.4,0.2,0.2,0.1,1.6,1.3,2,5.4,89.7,107.2
Marko Simonovic,Chi,C,23.5,7,2.8,17.8,0,2,0.5,3,0.333,4,0.25,0.357,0.381,0.9,0.3,0,0,0,0,1.1,0.9,1.1,0,,
Dereon Seabron,Nor,G,22.9,5,2.3,18.5,0,0,0,5,0.4,0,0,0.4,0.4,0.8,0.2,0,0,0,0,1,0.8,1,0,,
Vernon Carey Jr.,Was,F-C,22.1,11,2.6,16.6,19.2,2,1,8,0.25,0,0,0.25,0.338,0.5,1,0.3,0.2,0.2,0.2,1.5,0.8,1.8,8.2,,
Devon Dotson,Was,G,23.7,6,8.9,9.8,25,0,0,6,0,3,0.333,0.167,0.167,0.5,1.7,1.3,0.8,0,0.5,2.2,1.8,3.5,4.6,86.3,98.6
Leandro Bolmaro,Uta,F,22.6,14,4.9,15.9,26.9,0,0,15,0.2,4,0,0.158,0.158,0.4,0.5,0.5,0.1,0.1,0.5,0.9,0.9,1.4,3.8,51,107.1
Ryan Arcidiacono,Nyk,G,29,11,2.4,9.8,16.7,0,0,2,0,3,0.333,0.3,0.3,0.3,0.4,0.2,0.2,0,0.1,0.6,0.5,0.8,4.8,,
Sterling Brown,Lal,G-F,28.2,4,6.1,6.9,0,0,0,2,0,2,0,0,0,0,2,0.5,0.8,0,0,2,0.5,2.5,0,77.2,92.5
Deonte Burton,Sac,G-F,29.2,2,3.3,13.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Julian Champagnie,Phi,F,21.8,2,3.4,13.3,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,,
Michael Foster Jr.,Phi,F,20.2,1,1,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,
Frank Jackson,Uta,G,24.9,1,5.1,24.6,0,0,0,2,0,1,0,0,0,0,2,1,0,0,0,2,1,3,0,48,120.2
Alondes Williams,Bro,G,23.8,1,5.3,16.7,100,0,0,0,0,0,0,,,0,1,0,0,0,2,1,0,1,0,,97.7
Jamaree Bouyea,Was,G,23.8,1,5.5,7.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,99.9
Moses Brown,Bro,C,23.5,2,3.2,6.9,100,0,0,0,0,0,0,,,0,0,0,0.5,0,0.5,0,0,0,0,,
